id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
"9450";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"35";9.20420056005513;45.4920274046347;"(45.4920274046347, 9.20420056005513)"
"9451";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"37";9.20388316036688;45.4921823374388;"(45.4921823374388, 9.20388316036688)"
"9452";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"16";9.20628429279567;45.4942392914594;"(45.4942392914594, 9.20628429279567)"
"9453";"1036";VIA SAN MARCO;;urbana;promiscuo pedoni;rampa;bidirezionale;non regolamentato;"9";9.18979396198247;45.4796979021564;"(45.4796979021564, 9.18979396198247)"
"9454";"4068";CORSO LODI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"11";9.2238078175113;45.4399750796779;"(45.4399750796779, 9.2238078175113)"
"9455";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"17";9.20709006592434;45.4946469411167;"(45.4946469411167, 9.20709006592434)"
"9456";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"15";9.20763528175823;45.4952776413701;"(45.4952776413701, 9.20763528175823)"
"9457";"1036";VIA SAN MARCO;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"7";9.18891311108087;45.4784377151372;"(45.4784377151372, 9.18891311108087)"
"9458";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"16";9.18403166159306;45.4973711146033;"(45.4973711146033, 9.18403166159306)"
"9459";"1036";VIA SAN MARCO;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"169";9.18837210943143;45.4761665520345;"(45.4761665520345, 9.18837210943143)"
"9460";"1036";VIA SAN MARCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"14";9.1884460180871;45.4769876742152;"(45.4769876742152, 9.1884460180871)"
"9461";"1036";VIA SAN MARCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"15";9.18830693330175;45.4753484929039;"(45.4753484929039, 9.18830693330175)"
"9462";"1036";VIA SAN MARCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"5";9.188885261908;45.4783889683374;"(45.4783889683374, 9.188885261908)"
"9463";"1036";VIA SAN MARCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"4";9.18785573001594;45.4739461342529;"(45.4739461342529, 9.18785573001594)"
"9464";"6788";VIA ANTONIO MOSCA;;urbana;promiscuo pedoni;passerella;bidirezionale;percorso promiscuo - pedonale e ciclabile;"51";9.08143119564846;45.4570882255387;"(45.4570882255387, 9.08143119564846)"
"9465";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile con lanterna bici;"13";9.18614508196561;45.4982161668815;"(45.4982161668815, 9.18614508196561)"
"9466";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile con lanterna bici;"55";9.17966624707919;45.513912599541;"(45.513912599541, 9.17966624707919)"
"9467";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"77";9.19086084374296;45.512004663155;"(45.512004663155, 9.19086084374296)"
"9470";"2358";VIA LUIGI BERTELLI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"174";9.22690786133466;45.5034602190286;"(45.5034602190286, 9.22690786133466)"
"9471";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"16";9.18699137131161;45.4982699485892;"(45.4982699485892, 9.18699137131161)"
"9472";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"37";9.18658197980293;45.4982105555338;"(45.4982105555338, 9.18658197980293)"
"9473";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"7";9.1868667564182;45.4982292181595;"(45.4982292181595, 9.1868667564182)"
"9474";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"13";9.18626245044457;45.4981839438551;"(45.4981839438551, 9.18626245044457)"
"9475";"1313";VIA BENIGNO CRESPI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"121";9.18582981771167;45.4995643622342;"(45.4995643622342, 9.18582981771167)"
"9476";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"21";9.18504564556945;45.497604044695;"(45.497604044695, 9.18504564556945)"
"9477";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"29";9.18433117377032;45.4975639819198;"(45.4975639819198, 9.18433117377032)"
"9478";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"10";9.18406491906396;45.4974831682041;"(45.4974831682041, 9.18406491906396)"
"9479";"1361";PIAZZALE CARLO MACIACHINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"9";9.18398448857576;45.4972643349303;"(45.4972643349303, 9.18398448857576)"
"9480";"1313";VIA BENIGNO CRESPI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"5";9.18598057082209;45.4990098411843;"(45.4990098411843, 9.18598057082209)"
"9481";"1313";VIA BENIGNO CRESPI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"9";9.1856652345253;45.5001379388146;"(45.5001379388146, 9.1856652345253)"
"9482";"1313";VIA BENIGNO CRESPI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"116";9.18482786535756;45.5034954553087;"(45.5034954553087, 9.18482786535756)"
"9483";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"71";9.18474334644776;45.5133484332672;"(45.5133484332672, 9.18474334644776)"
"9484";"602";VIA GIOSUE' CARDUCCI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"12";9.17474235409373;45.4645164222283;"(45.4645164222283, 9.17474235409373)"
"9485";"1377";PIAZZA CARBONARI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"19";9.20086818601223;45.494762889207;"(45.494762889207, 9.20086818601223)"
"9486";"1088";VIALE ENRICO FERMI;;ciclabile;ciclabile sede propria;margine;bidirezionale;corsia ciclabile;"81";9.18441719338727;45.504282730653;"(45.504282730653, 9.18441719338727)"
"9487";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"50";9.19094571129224;45.5125761603307;"(45.5125761603307, 9.19094571129224)"
"9488";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"32";9.18439634855055;45.5130930964265;"(45.5130930964265, 9.18439634855055)"
"9489";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"20";9.17988045496307;45.5137336072909;"(45.5137336072909, 9.17988045496307)"
"9490";"7271";SOTTOPASSO VILLAPIZZONE - LAMBRUSCHINI - FUSINATO;;urbana;promiscuo pedoni;sottopasso;bidirezionale;non regolamentato;"66";9.15013573346726;45.5029306742295;"(45.5029306742295, 9.15013573346726)"
"9491";"1418";VIA EMILIO DE MARCHI;;ciclabile;ciclabile sede propria;ponte;bidirezionale;corsia ciclabile;"28";9.21086900172897;45.5065527060725;"(45.5065527060725, 9.21086900172897)"
"9492";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"12";9.16151898034399;45.4599016236799;"(45.4599016236799, 9.16151898034399)"
"9493";"1436";VIA ROBERTO COZZI;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"49";9.20939465238395;45.5088768388574;"(45.5088768388574, 9.20939465238395)"
"9494";"1436";VIA ROBERTO COZZI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile con lanterna bici;"17";9.20905399707151;45.5085460577669;"(45.5085460577669, 9.20905399707151)"
"9495";"2390";VIA PALMANOVA;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"119";9.23981188208874;45.4986219794341;"(45.4986219794341, 9.23981188208874)"
"9496";"2100";PIAZZALE BACONE;;ciclabile;ciclabile sede propria;parterre;bidirezionale;corsia ciclabile;"27";9.21412433054996;45.4802549203596;"(45.4802549203596, 9.21412433054996)"
"9497";"2275";VIA PADOVA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"122";9.21799191758573;45.4870326598847;"(45.4870326598847, 9.21799191758573)"
"9498";"2275";VIA PADOVA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"137";9.22169019957001;45.4898219447783;"(45.4898219447783, 9.22169019957001)"
"9499";"2275";VIA PADOVA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"71";9.22265507066521;45.4905550262063;"(45.4905550262063, 9.22265507066521)"
"9500";"2275";VIA PADOVA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"15";9.2230506001772;45.4908104786477;"(45.4908104786477, 9.2230506001772)"
"9501";"2158";VIA GIOVANNI BATTISTA MORGAGNI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"12";9.21142320706852;45.4775945645037;"(45.4775945645037, 9.21142320706852)"
"9502";"2158";VIA GIOVANNI BATTISTA MORGAGNI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"18";9.21287931591896;45.4790013310806;"(45.4790013310806, 9.21287931591896)"
"9503";"2100";PIAZZALE BACONE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"17";9.21399570366243;45.4800807633915;"(45.4800807633915, 9.21399570366243)"
"9504";"2100";PIAZZALE BACONE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"13";9.21424575315003;45.480411532128;"(45.480411532128, 9.21424575315003)"
"9505";"2390";VIA PALMANOVA;;urbana;promiscuo pedoni;margine;bidirezionale;percorso promiscuo - pedonale e ciclabile;"72";9.24784989266617;45.5047491607716;"(45.5047491607716, 9.24784989266617)"
"9506";"2390";VIA PALMANOVA;;urbana;promiscuo pedoni;sottopasso;bidirezionale;percorso promiscuo - pedonale e ciclabile;"16";9.25322729244372;45.5088691630292;"(45.5088691630292, 9.25322729244372)"
"9507";"2390";VIA PALMANOVA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"86";9.24713306348428;45.5042603164812;"(45.5042603164812, 9.24713306348428)"
"9508";"2390";VIA PALMANOVA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"12";9.25523490254159;45.5111331358537;"(45.5111331358537, 9.25523490254159)"
"9509";"7354";VIA FRATELLI CAMILLO E GIANNINO ANTONA TRAVERSI;;ciclabile;ciclabile segnaletica;marciapiede;monodirezionale - concorde;corsia ciclabile;"200";9.13943913900028;45.5137000731907;"(45.5137000731907, 9.13943913900028)"
"9511";;PASSERELLA VIA CONCILIO VATICANO II - VIA CASCINA DEI PRATI;;urbana;promiscuo pedoni;passerella;bidirezionale;non regolamentato;"149";9.1489576715586;45.5143821231512;"(45.5143821231512, 9.1489576715586)"
"9512";"7222";VIA GIUSEPPE GOVONE;;urbana;promiscuo pedoni;sottopasso;bidirezionale;percorso promiscuo - pedonale e ciclabile;"59";9.16016379800575;45.494340750322;"(45.494340750322, 9.16016379800575)"
"9513";"7222";VIA GIUSEPPE GOVONE;;urbana;promiscuo pedoni;sottopasso;bidirezionale;percorso promiscuo - pedonale e ciclabile;"23";9.16033960743938;45.4945405325387;"(45.4945405325387, 9.16033960743938)"
"9514";"7451";VIA FILIPPO PALIZZI;;ciclabile;ciclabile sede propria;ponte;bidirezionale;corsia ciclabile;"113";9.14071208633803;45.5055006230928;"(45.5055006230928, 9.14071208633803)"
"9515";"1761";VIA GUIDO VENOSTA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"117";9.20687220885739;45.5106513020129;"(45.5106513020129, 9.20687220885739)"
"9516";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;parterre;bidirezionale;corsia ciclabile;"117";9.22055938974611;45.4680101405864;"(45.4680101405864, 9.22055938974611)"
"9517";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"44";9.25614809068372;45.470936117732;"(45.470936117732, 9.25614809068372)"
"9518";"7270";SOTTOPASSO VIA NEGROTTO - VIA PACUVIO;;urbana;promiscuo pedoni;sottopasso;bidirezionale;non regolamentato;"85";9.14915868081949;45.5031614995186;"(45.5031614995186, 9.14915868081949)"
"9519";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"18";9.22271334256219;45.4680025265072;"(45.4680025265072, 9.22271334256219)"
"9520";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"25";9.22146320966448;45.4680227984553;"(45.4680227984553, 9.22146320966448)"
"9521";"3315";VIA FERDINANDO MARESCALCHI;;ciclabile;ciclabile sede propria;parterre;bidirezionale;corsia ciclabile;"53";9.23301493793919;45.4683479325845;"(45.4683479325845, 9.23301493793919)"
"9522";"3315";VIA FERDINANDO MARESCALCHI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"103";9.23684096595413;45.4694358856265;"(45.4694358856265, 9.23684096595413)"
"9523";"3323";VIA MECENATE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"41";9.24785922676957;45.4528368910775;"(45.4528368910775, 9.24785922676957)"
"9524";"3251";VIA TUCIDIDE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"8";9.2439122376786;45.4697411030311;"(45.4697411030311, 9.2439122376786)"
"9525";"3243";VIA ARCANGELO CORELLI;;urbana;promiscuo pedoni;passerella;bidirezionale;non regolamentato;"25";9.25460735940435;45.4709474546479;"(45.4709474546479, 9.25460735940435)"
"9526";"3319";VIALE DELL'AVIAZIONE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"12";9.25444273963613;45.4615838326453;"(45.4615838326453, 9.25444273963613)"
"9527";"3323";VIA MECENATE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"8";9.24431948923803;45.4554447526812;"(45.4554447526812, 9.24431948923803)"
"9528";"3323";VIA MECENATE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile con lanterna bici;"11";9.25064445297788;45.4507963205829;"(45.4507963205829, 9.25064445297788)"
"9529";"3400";VIA VALENTINO MAZZOLA;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;ordinanza lavori stradali;"143";9.22517439532431;45.4598272021295;"(45.4598272021295, 9.22517439532431)"
"9530";"3220";VIA LAURA CICERI VISCONTI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"95";9.22095228143425;45.4553981598657;"(45.4553981598657, 9.22095228143425)"
"9531";"3101";PIAZZALE SUSA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"15";9.22381870113991;45.4676043558296;"(45.4676043558296, 9.22381870113991)"
"9532";"4095";VIA EMILIO FAA' DI BRUNO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"40";9.22167662804945;45.4522751175841;"(45.4522751175841, 9.22167662804945)"
"9534";"3319";VIALE DELL'AVIAZIONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"331";9.26063599394274;45.4532256625009;"(45.4532256625009, 9.26063599394274)"
"9535";"3323";VIA MECENATE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"13";9.2527006583257;45.4492883391297;"(45.4492883391297, 9.2527006583257)"
"9536";"3178";VIALE MOLISE;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"17";9.22377010610066;45.4587124741541;"(45.4587124741541, 9.22377010610066)"
"9537";"3178";VIALE MOLISE;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"17";9.224129442345;45.4587160457581;"(45.4587160457581, 9.224129442345)"
"9538";"3219";PIAZZALE FERDINANDO MARTINI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;non regolamentato;"11";9.22170089050713;45.4574942460182;"(45.4574942460182, 9.22170089050713)"
"9539";"3220";VIA LAURA CICERI VISCONTI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"19";9.22095699899321;45.4548826374857;"(45.4548826374857, 9.22095699899321)"
"9540";"4095";VIA EMILIO FAA' DI BRUNO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"60";9.22315271933185;45.4513893981024;"(45.4513893981024, 9.22315271933185)"
"9541";"3163";PIAZZALE VINCENZO CUOCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"10";9.22462461336068;45.4506152674735;"(45.4506152674735, 9.22462461336068)"
"9542";"4221";PIAZZA BRUNO BUOZZI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"12";9.20621321036776;45.449826032769;"(45.449826032769, 9.20621321036776)"
"9543";"4221";PIAZZA BRUNO BUOZZI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"19";9.20574185355257;45.4495972518177;"(45.4495972518177, 9.20574185355257)"
"9544";"3163";PIAZZALE VINCENZO CUOCO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"13";9.22448203232786;45.4509860037261;"(45.4509860037261, 9.22448203232786)"
"9545";"6835";VIA ARIOLI VENEGONI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"62";9.11148944360715;45.4687115574397;"(45.4687115574397, 9.11148944360715)"
"9546";;PARCO ENRICO FORLANINI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"62";9.25803088923133;45.4628505561728;"(45.4628505561728, 9.25803088923133)"
"9547";"6178";PIAZZA DELLA CONCILIAZIONE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"24";9.16547238849489;45.4675443505149;"(45.4675443505149, 9.16547238849489)"
"9548";"6178";PIAZZA DELLA CONCILIAZIONE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"13";9.16544422056956;45.4676867731539;"(45.4676867731539, 9.16544422056956)"
"9549";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"12";9.1627385196332;45.4693703334597;"(45.4693703334597, 9.1627385196332)"
"9550";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile segnaletica;marciapiede;monodirezionale - concorde;corsia ciclabile;"22";9.16470439640675;45.4679346948807;"(45.4679346948807, 9.16470439640675)"
"9551";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile segnaletica;marciapiede;monodirezionale - concorde;corsia ciclabile;"22";9.16468376190675;45.4679202667021;"(45.4679202667021, 9.16468376190675)"
"9552";"3318";VIALE ENRICO FORLANINI;;urbana;promiscuo pedoni;passerella;bidirezionale;percorso promiscuo - pedonale e ciclabile;"59";9.25668935697852;45.4617167903396;"(45.4617167903396, 9.25668935697852)"
"9553";"6361";PIAZZALE GIULIO CESARE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"21";9.15584276690194;45.4733826518104;"(45.4733826518104, 9.15584276690194)"
"9554";"6361";PIAZZALE GIULIO CESARE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"21";9.15523333214802;45.4734016452112;"(45.4734016452112, 9.15523333214802)"
"9555";"6361";PIAZZALE GIULIO CESARE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"16";9.15374567179082;45.4734773738726;"(45.4734773738726, 9.15374567179082)"
"9556";"6359";VIALE CASSIODORO;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"14";9.15944998555301;45.4730897770163;"(45.4730897770163, 9.15944998555301)"
"9557";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"15";9.14965349544882;45.4748070552432;"(45.4748070552432, 9.14965349544882)"
"9558";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"41";9.14945443707417;45.4750017662232;"(45.4750017662232, 9.14945443707417)"
"9559";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"18";9.14918514645144;45.47516141329;"(45.47516141329, 9.14918514645144)"
"9560";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"160";9.26544660662957;45.4704727359945;"(45.4704727359945, 9.26544660662957)"
"9561";"1377";PIAZZA CARBONARI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"41";9.20036955856017;45.4948708437533;"(45.4948708437533, 9.20036955856017)"
"9562";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"17";9.14887377359361;45.4754069315274;"(45.4754069315274, 9.14887377359361)"
"9563";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"16";9.14977744941109;45.4747081194081;"(45.4747081194081, 9.14977744941109)"
"9564";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"20";9.14901659838586;45.4752823550142;"(45.4752823550142, 9.14901659838586)"
"9565";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"43";9.14864784476907;45.4756186089821;"(45.4756186089821, 9.14864784476907)"
"9566";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"17";9.14837167691292;45.4757920059987;"(45.4757920059987, 9.14837167691292)"
"9567";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"21";9.14807186139405;45.4760144556189;"(45.4760144556189, 9.14807186139405)"
"9568";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"16";9.14822126005348;45.4758946473824;"(45.4758946473824, 9.14822126005348)"
"9569";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"24";9.14592156273539;45.477630300436;"(45.477630300436, 9.14592156273539)"
"9570";"6438";VIA GAETANO MORETTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"77";9.13080527824092;45.4856722544354;"(45.4856722544354, 9.13080527824092)"
"9571";"6360";VIALE BELISARIO;;ciclabile;ciclabile sede propria;parterre;bidirezionale;corsia ciclabile;"153";9.15845196606695;45.4733406957523;"(45.4733406957523, 9.15845196606695)"
"9572";"6857";VIA GIOVANNI BENSI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"121";9.11524150146855;45.4454418903297;"(45.4454418903297, 9.11524150146855)"
"9573";"6346";LARGO QUINTO ALPINI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"71";9.16798007013624;45.4724949780114;"(45.4724949780114, 9.16798007013624)"
"9574";"2520";VIA ALFREDO BACCARINI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"894";9.24266830814087;45.5072290046187;"(45.5072290046187, 9.24266830814087)"
"9575";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"22";9.20003193621033;45.4646758135823;"(45.4646758135823, 9.20003193621033)"
"9576";"1377";PIAZZA CARBONARI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"33";9.19971734560009;45.4948383883396;"(45.4948383883396, 9.19971734560009)"
"9577";"6451";VIA MARTINO BASSI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"506";9.13841847996507;45.4839168133192;"(45.4839168133192, 9.13841847996507)"
"9578";"1718";CAVALCAVIA EUGENIO BUSSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;"7";9.18712985879924;45.4856596388399;"(45.4856596388399, 9.18712985879924)"
"9579";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"24";9.14580816527919;45.4775491785591;"(45.4775491785591, 9.14580816527919)"
"9580";"7523";VIA MARIO BORSA;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;non regolamentato;"118";9.10441213052824;45.4997506012192;"(45.4997506012192, 9.10441213052824)"
"9581";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"14";9.14594662608673;45.4774170373456;"(45.4774170373456, 9.14594662608673)"
"9582";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"12";9.14823186637996;45.4756900778948;"(45.4756900778948, 9.14823186637996)"
"9583";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"48";9.14845783264002;45.4754770295848;"(45.4754770295848, 9.14845783264002)"
"9584";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"25";9.14808510863839;45.4758162754263;"(45.4758162754263, 9.14808510863839)"
