id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
"9001";"1064";PIAZZA VENTICINQUE APRILE;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"8";9.1870305186785;45.4809876471498;"(45.4809876471498, 9.1870305186785)"
"9002";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"7";9.24194464907128;45.4392715546864;"(45.4392715546864, 9.24194464907128)"
"9003";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"8";9.23995617266987;45.4400199268851;"(45.4400199268851, 9.23995617266987)"
"9004";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"5";9.23918713129895;45.442769857648;"(45.442769857648, 9.23918713129895)"
"9005";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"3";9.23998716620631;45.4400362237505;"(45.4400362237505, 9.23998716620631)"
"9006";"1360";VIALE MARCHE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"18";9.1976842242398;45.4948586428903;"(45.4948586428903, 9.1976842242398)"
"9009";"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"297";9.2048372915339;45.4507560352345;"(45.4507560352345, 9.2048372915339)"
"9011";"1";PIAZZA DEL DUOMO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"69";9.19183109840918;45.464714436939;"(45.464714436939, 9.19183109840918)"
"9012";"1";PIAZZA DEL DUOMO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"109";9.1906929346428;45.464701891425;"(45.464701891425, 9.1906929346428)"
"9013";"5144";ALZAIA NAVIGLIO GRANDE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"31";9.16836622631264;45.450564438617;"(45.450564438617, 9.16836622631264)"
"9014";"1414";VIA TOFANE;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"33";9.22174169870529;45.503530305379;"(45.503530305379, 9.22174169870529)"
"9015";"2129";CORSO BUENOS AIRES;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"172";9.20633204495567;45.4752866869338;"(45.4752866869338, 9.20633204495567)"
"9017";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"43";9.19715932665247;45.4660557678451;"(45.4660557678451, 9.19715932665247)"
"9018";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"62";9.19617140116171;45.4656455250109;"(45.4656455250109, 9.19617140116171)"
"9020";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"51";9.19307276484075;45.4647511884658;"(45.4647511884658, 9.19307276484075)"
"9021";"1";PIAZZA DEL DUOMO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"39";9.19252073063398;45.464689696635;"(45.464689696635, 9.19252073063398)"
"9022";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"70";9.19540905353714;45.4653966008668;"(45.4653966008668, 9.19540905353714)"
"9023";"1";PIAZZA DEL DUOMO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"114";9.18926674461585;45.4646813514291;"(45.4646813514291, 9.18926674461585)"
"9024";"612";VIA DANTE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"50";9.18494668739371;45.4661921276768;"(45.4661921276768, 9.18494668739371)"
"9026";"598";VIA DEI MERCANTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"56";9.18706532322143;45.4652405162953;"(45.4652405162953, 9.18706532322143)"
"9027";"598";VIA DEI MERCANTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"28";9.18837790696209;45.4647324159525;"(45.4647324159525, 9.18837790696209)"
"9028";"598";VIA DEI MERCANTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"15";9.1874667218379;45.4650851772702;"(45.4650851772702, 9.1874667218379)"
"9029";"598";VIA DEI MERCANTI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"59";9.18788568247345;45.4649229663609;"(45.4649229663609, 9.18788568247345)"
"9030";"541";CORSO DI PORTA TICINESE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"135";9.18105434071254;45.4580790854532;"(45.4580790854532, 9.18105434071254)"
"9031";"612";VIA DANTE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"96";9.18428672910692;45.4666557542628;"(45.4666557542628, 9.18428672910692)"
"9032";"612";VIA DANTE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"144";9.18325240460644;45.4674501140178;"(45.4674501140178, 9.18325240460644)"
"9033";"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"190";9.18762168114415;45.4714448946268;"(45.4714448946268, 9.18762168114415)"
"9034";"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"24";9.18741533416874;45.4727508499316;"(45.4727508499316, 9.18741533416874)"
"9035";"5188";VIA SANTA CROCE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"298";9.18244234125301;45.4542663082514;"(45.4542663082514, 9.18244234125301)"
"9036";"5186";PIAZZA SANT'EUSTORGIO;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"62";9.18070183063067;45.4533755764977;"(45.4533755764977, 9.18070183063067)"
"9037";"2153";VIA LAZZARO SPALLANZANI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"61";9.20742270859586;45.4759841231161;"(45.4759841231161, 9.20742270859586)"
"9038";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"38";9.19673585164088;45.4658532448828;"(45.4658532448828, 9.19673585164088)"
"9039";"1088";VIALE ENRICO FERMI;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"36";9.17937576887408;45.5140990626971;"(45.5140990626971, 9.17937576887408)"
"9040";"6567";VIALE MAR JONIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"286";9.13734389470754;45.473881220479;"(45.473881220479, 9.13734389470754)"
"9041";"6567";VIALE MAR JONIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"287";9.13778593799623;45.4738646527422;"(45.4738646527422, 9.13778593799623)"
"9042";"6566";PIAZZALE SELINUNTE;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"361";9.13743108379351;45.4721133140096;"(45.4721133140096, 9.13743108379351)"
"9043";"5462";VIA GIOVANNI TRECCANI DEGLI ALFIERI;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - Z30;"617";9.18603544287362;45.4313917997573;"(45.4313917997573, 9.18603544287362)"
"9045";"6457";VIA ANGELO SALMOIRAGHI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"281";9.14075729925709;45.4841353925077;"(45.4841353925077, 9.14075729925709)"
"9049";"122";VIA BRERA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"40";9.18747330242291;45.4724667643332;"(45.4724667643332, 9.18747330242291)"
"9050";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"37";9.19477357487949;45.4652135239961;"(45.4652135239961, 9.19477357487949)"
"9054";"118";VIA MONTE DI PIETA';;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - Z30;"219";9.18898122461619;45.4682294584147;"(45.4682294584147, 9.18898122461619)"
"9061";"4158";PIAZZALE FERRARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"42";9.2200509432952;45.4381267742179;"(45.4381267742179, 9.2200509432952)"
"9062";"4279";VIA COMACCHIO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"111";9.21865792448432;45.4374886092882;"(45.4374886092882, 9.21865792448432)"
"9063";"4158";PIAZZALE FERRARA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"53";9.21953482593094;45.4378954396167;"(45.4378954396167, 9.21953482593094)"
"9071";"7456";VIA GIORGIO STEPHENSON;;urbana;promiscuo pedoni;sottopasso;bidirezionale;ordinanza lavori stradali;"276";9.12736089361588;45.5110753293324;"(45.5110753293324, 9.12736089361588)"
"9075";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"51";9.19368476809646;45.4649180232314;"(45.4649180232314, 9.19368476809646)"
"9076";"6567";VIALE MAR JONIO;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - Z30;"32";9.13755997275323;45.4739182341081;"(45.4739182341081, 9.13755997275323)"
"9077";"216";PIAZZA SAN BABILA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"64";9.19751594434812;45.4664359265851;"(45.4664359265851, 9.19751594434812)"
"9081";"214";CORSO VITTORIO EMANUELE II;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"47";9.19427268607351;45.4650729693375;"(45.4650729693375, 9.19427268607351)"
"9083";"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"346";9.20792624497469;45.4488491510474;"(45.4488491510474, 9.20792624497469)"
"9084";"4068";CORSO LODI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"239";9.20790385864671;45.4484880146759;"(45.4484880146759, 9.20790385864671)"
"9085";;PARCO DEI FONTANILI;;urbana;promiscuo pedoni;sottopasso;bidirezionale;non regolamentato;"78";9.09919443201085;45.4505758035685;"(45.4505758035685, 9.09919443201085)"
"9087";"7205";PIAZZA ANTONIO GRAMSCI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"92";9.16842641166795;45.481651523907;"(45.481651523907, 9.16842641166795)"
"9088";"7121";VIA LUIGI CANONICA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"77";9.16934597537188;45.4812544386079;"(45.4812544386079, 9.16934597537188)"
"9091";"3205";VIA GUIDO RENI;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"40";9.22590149891856;45.4706754055329;"(45.4706754055329, 9.22590149891856)"
"9092";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"241";9.10739627768282;45.4825163329549;"(45.4825163329549, 9.10739627768282)"
"9093";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"190";9.10705750911123;45.4804524110979;"(45.4804524110979, 9.10705750911123)"
"9094";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"83";9.10726573506006;45.4813807269966;"(45.4813807269966, 9.10726573506006)"
"9095";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"355";9.10720487856413;45.4848683680382;"(45.4848683680382, 9.10720487856413)"
"9096";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"163";9.10657459500134;45.4900318679965;"(45.4900318679965, 9.10657459500134)"
"9097";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"227";9.10684546477946;45.491357741705;"(45.491357741705, 9.10684546477946)"
"9103";"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"194";9.17174988661423;45.4810764326918;"(45.4810764326918, 9.17174988661423)"
"9104";"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"113";9.17388862492143;45.4812134166742;"(45.4812134166742, 9.17388862492143)"
"9105";"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"187";9.17596068098894;45.4813830452488;"(45.4813830452488, 9.17596068098894)"
"9106";"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"110";9.17799054638236;45.4815685847602;"(45.4815685847602, 9.17799054638236)"
"9107";"7210";VIA PAOLO SARPI;;urbana;promiscuo pedoni;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;"154";9.18017699091961;45.4817545936863;"(45.4817545936863, 9.18017699091961)"
"9114";;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"306";9.09672094044043;45.4641177657974;"(45.4641177657974, 9.09672094044043)"
"9115";;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"254";9.10042816875452;45.4698523507048;"(45.4698523507048, 9.10042816875452)"
"9116";;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"311";9.09759097813148;45.4691788171486;"(45.4691788171486, 9.09759097813148)"
"9120";;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"380";9.09566236371868;45.4669581581178;"(45.4669581581178, 9.09566236371868)"
"9121";;PARCO DI TRENNO;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"436";9.10741772780419;45.4875271650342;"(45.4875271650342, 9.10741772780419)"
"9122";;PARCO DELLE CAVE;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"787";9.0990060077595;45.4734031842664;"(45.4734031842664, 9.0990060077595)"
"9124";"408";VIA SANTA SOFIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"164";9.18924799396137;45.4567232458329;"(45.4567232458329, 9.18924799396137)"
"9125";"6091";VIA MONTEVIDEO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"5";9.16509919979999;45.4577490496107;"(45.4577490496107, 9.16509919979999)"
"9126";"408";VIA SANTA SOFIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"193";9.19129748713747;45.4572808286063;"(45.4572808286063, 9.19129748713747)"
"9127";"6102";PIAZZA GIOVANNI ANTONIO BAZZI;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"30";9.162235129061;45.4568375327141;"(45.4568375327141, 9.162235129061)"
"9130";"6093";VIA VALPARAISO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"228";9.1637389272802;45.4573163540467;"(45.4573163540467, 9.1637389272802)"
"9131";"6094";VIA COLA DI RIENZO;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"596";9.15816451774045;45.455542685903;"(45.455542685903, 9.15816451774045)"
"9133";"5124";VIA TORTONA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"699";9.16014010755117;45.4511579324285;"(45.4511579324285, 9.16014010755117)"
"9134";"338";VIA PAOLO DA CANNOBIO;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"34";9.18905100096989;45.4604259742789;"(45.4604259742789, 9.18905100096989)"
"9138";"6930";VIA LUIGI MENGONI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;percorso promiscuo - pedonale e ciclabile;"252";9.10808597344761;45.4524396580296;"(45.4524396580296, 9.10808597344761)"
"9142";"5262";VIA PAVIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"186";9.17826411877702;45.4474775331151;"(45.4474775331151, 9.17826411877702)"
"9143";"5262";VIA PAVIA;;urbana;promiscuo veicoli;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;"186";9.17824178415395;45.4473857382243;"(45.4473857382243, 9.17824178415395)"
"9150";"2493";VIA VIPITENO;;urbana;promiscuo pedoni;marciapiede;bidirezionale;percorso promiscuo - pedonale e ciclabile;"75";9.23814356454623;45.5115576112777;"(45.5115576112777, 9.23814356454623)"
"9151";"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"33";9.19885144754128;45.480435821495;"(45.480435821495, 9.19885144754128)"
"9153";"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"40";9.19874004168559;45.4803005213753;"(45.4803005213753, 9.19874004168559)"
"9157";"408";VIA SANTA SOFIA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"182";9.18903579571778;45.4564423683061;"(45.4564423683061, 9.18903579571778)"
"9158";"602";VIA GIOSUE' CARDUCCI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"128";9.17411628740702;45.4633738410306;"(45.4633738410306, 9.17411628740702)"
"9159";"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"17";9.1645233341148;45.459115065248;"(45.459115065248, 9.1645233341148)"
"9160";"1056";VIALE MONTE SANTO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"46";9.19403474906425;45.4795923610758;"(45.4795923610758, 9.19403474906425)"
"9161";;NVPR STRADA DI COLLEGAMENTO TRA VIA OLGETTINA E COLOGNO M.;;ciclabile;ciclabile segnaletica;parco o area verde;bidirezionale;corsia ciclabile;"1265";9.26326022870284;45.5100570993758;"(45.5100570993758, 9.26326022870284)"
"9162";"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"10";9.17829128626775;45.459038489011;"(45.459038489011, 9.17829128626775)"
"9163";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"159";9.12015307013967;45.4479567447459;"(45.4479567447459, 9.12015307013967)"
"9164";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"9";9.11969593135161;45.4486346268882;"(45.4486346268882, 9.11969593135161)"
"9165";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"5";9.1208540492546;45.4471629864398;"(45.4471629864398, 9.1208540492546)"
"9166";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"7";9.12055829721299;45.4473064155619;"(45.4473064155619, 9.12055829721299)"
"9167";"6707";VIA BISCEGLIE;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"22";9.12038765658648;45.4472529360374;"(45.4472529360374, 9.12038765658648)"
"9171";"3101";PIAZZALE SUSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"123";9.22393339118184;45.4681120847428;"(45.4681120847428, 9.22393339118184)"
"9172";"3101";PIAZZALE SUSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"12";9.22366186709035;45.4692200429433;"(45.4692200429433, 9.22366186709035)"
"9174";"5097";VIALE PAPINIANO;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;non regolamentato;"10";9.16944435192471;45.4583343123719;"(45.4583343123719, 9.16944435192471)"
"9175";"3100";VIALE CAMAPANIA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"24";9.22369898505872;45.4673328033977;"(45.4673328033977, 9.22369898505872)"
"9176";"6186";VIA MARIO PAGANO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;non regolamentato;"153";9.16904999900777;45.4733742923876;"(45.4733742923876, 9.16904999900777)"
"9177";"4261";VIA BRONI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"78";9.20372661184007;45.4386289214864;"(45.4386289214864, 9.20372661184007)"
"9178";"555";VIA CESARE CORRENTI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"15";9.17829260960024;45.4591148030787;"(45.4591148030787, 9.17829260960024)"
"9179";"555";VIA CESARE CORRENTI;;ciclabile;ciclabile segnaletica;carreggiata;bidirezionale;ordinanza lavori stradali;"9";9.17818679041392;45.4591632068295;"(45.4591632068295, 9.17818679041392)"
"9180";"551";VIA CAMINADELLA;;ciclabile;ciclabile segnaletica;carreggiata;bidirezionale;ordinanza lavori stradali;"57";9.17793496809657;45.4593840107203;"(45.4593840107203, 9.17793496809657)"
"9181";"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"18";9.17804885696807;45.4588757954998;"(45.4588757954998, 9.17804885696807)"
"9182";"595";PIAZZA DELLA RESISTENZA PARTIGIANA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"8";9.17820459751572;45.4589938972707;"(45.4589938972707, 9.17820459751572)"
"9186";"2530";VIA OLGETTINA;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"156";9.26426682203557;45.5119781128181;"(45.5119781128181, 9.26426682203557)"
"9187";"118";VIA GIUSEPPE VERDI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"144";9.18926764312751;45.4680236398037;"(45.4680236398037, 9.18926764312751)"
"9188";"5200";PIAZZA VENTIQUATTRO MAGGIO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"28";9.17922278608902;45.4523349422807;"(45.4523349422807, 9.17922278608902)"
"9189";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"12";9.21121585355436;45.4681080877203;"(45.4681080877203, 9.21121585355436)"
"9190";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"7";9.21024584414457;45.4678755348283;"(45.4678755348283, 9.21024584414457)"
"9191";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"93";9.17561976499855;45.4599929150284;"(45.4599929150284, 9.17561976499855)"
"9192";"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"144";9.18582563639955;45.4562450281993;"(45.4562450281993, 9.18582563639955)"
"9193";"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;non regolamentato;"22";9.18479400762689;45.4564220743995;"(45.4564220743995, 9.18479400762689)"
"9194";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"36";9.1640436126343;45.4590797113952;"(45.4590797113952, 9.1640436126343)"
"9195";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"16";9.17510373760182;45.4603227421357;"(45.4603227421357, 9.17510373760182)"
"9196";"712";VIA TIVOLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"55";9.18344196945383;45.4718855362404;"(45.4718855362404, 9.18344196945383)"
"9197";"1023";VIA ANCONA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;"9";9.18642493652939;45.4738003562892;"(45.4738003562892, 9.18642493652939)"
"9198";"710";LARGO CAIROLI;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"62";9.1826732399029;45.4687444267194;"(45.4687444267194, 9.1826732399029)"
"9200";"710";LARGO CAIROLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"18";9.18289037234467;45.4688209169021;"(45.4688209169021, 9.18289037234467)"
"9201";"711";FORO BUONAPARTE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"45";9.18283024083959;45.4717583864617;"(45.4717583864617, 9.18283024083959)"
"9202";"704";PIAZZA CASTELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"19";9.18124937517366;45.4712728132696;"(45.4712728132696, 9.18124937517366)"
"9203";"7098";VIALE GADIO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"106";9.17981248807479;45.472807113523;"(45.472807113523, 9.17981248807479)"
"9205";"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"4";9.17793850242816;45.4844675604967;"(45.4844675604967, 9.17793850242816)"
"9206";"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"24";9.17770364769461;45.4840992758461;"(45.4840992758461, 9.17770364769461)"
"9207";"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"32";9.17787466952188;45.4843098319615;"(45.4843098319615, 9.17787466952188)"
"9208";"330";VIA FRANCESCO SFORZA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"127";9.19397800070462;45.4581274968244;"(45.4581274968244, 9.19397800070462)"
"9210";"1414";VIA TOFANE;;urbana;promiscuo veicoli;sottopasso;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"15";9.2168509570229;45.5002200348104;"(45.5002200348104, 9.2168509570229)"
"9217";"5353";VIALE FAMAGOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"83";9.16848757747457;45.4378049427845;"(45.4378049427845, 9.16848757747457)"
